ID,Grupo,Aleatorizacao,Bloco_Apresentacao,Ordem_Apresentacao,Codigo_Pseudo,Pseudopalavra,Vizinhanca_Fonologica,Vizinhanca_Tonicidade,Tonicidade_Producao,Informante,Tempo_Resposta,Palavra_Alvo,Tonicidade_Alvo,Estrutura_Palavra,Segmento_Modificado,Taxa_Similaridade,Validacao,Taxa_Validacao,Silaba_Modificada,Idade,Genero,Escolaridade,Area_Formacao,Linguas,Musica,Naturalidade
11223,2,s,3,14,218,mogutar,NA,NA,oxítona,A.Pe.,2661905,popular,oxítona,CV-CV-CVC,consoante,6,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11224,2,s,3,15,229,lapaca,NA,NA,paroxítona,A.Pe.,162888,paraná,oxítona,CV-CV-CV,consoante,9,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11225,2,s,3,16,278,napaver,NA,NA,oxítona,A.Pe.,2059285,caráter,paroxítona,CV-CV-CVC,consoante,9,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11226,2,s,3,17,212,gonitel,NA,NA,oxítona,A.Pe.,168259,possível,paroxítona,CV-CV-CVC,consoante,8,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11227,1,s,3,18,244,cidadu,NA,NA,oxítona,A.Pe.,1803155,cidade,paroxítona,CV-CV-CV,vogal,3,s,9,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11228,4,s,3,19,245,subata,NA,NA,oxítona,A.Pe.,185198,súbito,proparoxítona,CV-CV-CV,vogal,2,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11229,4,s,3,20,197,lafipa,NA,NA,paroxítona,A.Pe.,192907,sádica,proparoxítona,CV-CV-CV,consoante,7,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11230,1,s,3,21,219,comote,ote_paroxitono_8,paroxitona_10,oxítona,A.Pe.,150181,comitê,oxítona,CV-CV-CV,vogal,2,n,0,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11231,1,s,3,22,251,mutodo,NA,NA,paroxítona,A.Pe.,1915015,método,proparoxítona,CV-CV-CV,vogal,3,s,9,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11232,2,s,3,23,193,zavaba,NA,NA,paroxítona,A.Pe.,170778,paraná,oxítona,CV-CV-CV,consoante,7,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11233,1,s,3,24,189,nupero,NA,NA,paroxítona,A.Pe.,1756695,número,proparoxítona,CV-CV-CV,consoante,2,s,9,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11234,3,s,3,25,201,juputer,NA,NA,proparoxítona,A.Pe.,2058205,júpiter,proparoxítona,CV-CV-CVC,vogal,3,s,10,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11235,2,s,3,26,279,revafa,NA,NA,paroxítona,A.Pe.,2877635,década,proparoxítona,CV-CV-CV,consoante,9,q,3,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11236,2,s,3,27,274,camota,NA,NA,paroxítona,A.Pe.,1621765,comitê,oxítona,CV-CV-CV,vogal,3,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11237,1,s,3,28,199,perana,ana_paroxitona_5,paroxitona_10,paroxítona,A.Pe.,1567065,paraná,oxítona,CV-CV-CV,vogal,3,n,0,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11238,4,s,3,29,204,tafeno,NA,NA,paroxítona,A.Pe.,202821,jaleco,paroxítona,CV-CV-CV,consoante,9,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11239,3,s,3,30,242,pileto,$pVl_9,paroxitona_6,paroxítona,A.Pe.,1587125,paletó,oxítona,CV-CV-CV,vogal,3,n,4,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11240,2,s,3,31,235,zofire,NA,NA,paroxítona,A.Pe.,231634,comitê,oxítona,CV-CV-CV,consoante,8,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11241,3,s,3,32,250,coceca,coCega_proparoxitona_7,proparoxitona_7,proparoxítona,A.Pe.,205325,cócega,proparoxítona,CV-CV-CV,consoante,1,n,6,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11242,3,s,3,33,220,mutaval,NA,NA,oxítona,A.Pe.,254858,mutável,paroxítona,CV-CV-CVC,vogal,1,s,8,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11243,3,s,3,34,202,mitavel,NA,NA,oxítona,A.Pe.,186283,mutável,paroxítona,CV-CV-CVC,vogal,3,s,9,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11244,1,s,3,35,231,zidade,NA,NA,paroxítona,A.Pe.,209521,cidade,paroxítona,CV-CV-CV,consoante,1,s,8,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11245,3,s,3,36,188,vacola,NA,NA,proparoxítona,A.Pe.,1771275,sacola,paroxítona,CV-CV-CV,consoante,2,q,7,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11246,1,s,3,37,224,cidide,NA,NA,paroxítona,A.Pe.,2246765,cidade,paroxítona,CV-CV-CV,vogal,3,s,8,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11247,1,s,3,38,198,pocibel,NA,NA,oxítona,A.Pe.,1635605,possível,paroxítona,CV-CV-CVC,consoante,2,s,8,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11248,4,s,3,39,192,fapatil,NA,NA,oxítona,A.Pe.,2670665,lavável,paroxítona,CV-CV-CVC,consoante,10,s,1,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11249,1,s,3,40,237,pocivol,NA,NA,oxítona,A.Pe.,179832,possível,paroxítona,CV-CV-CVC,vogal,2,s,8,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11250,1,s,3,41,255,difibil,NA,NA,oxítona,A.Pe.,1775065,difícil,paroxítona,CV-CV-CVC,consoante,3,s,9,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11251,2,s,3,42,187,coruter,NA,NA,oxítona,A.Pe.,178636,caráter,paroxítona,CV-CV-CVC,vogal,2,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11252,2,s,3,43,217,pacido,NA,NA,paroxítona,A.Pe.,164022,passado,paroxítona,CV-CV-CV,vogal,1,q,3,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11253,2,s,3,44,241,sedafa,NA,NA,paroxítona,A.Pe.,168616,década,proparoxítona,CV-CV-CV,consoante,7,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11254,1,s,3,45,265,cadada,ada_paroxitono_8,paroxitona_8,paroxítona,A.Pe.,1503515,canadá,oxítona,CV-CV-CV,consoante,3,n,2,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11255,3,s,3,46,246,secodor,NA,NA,oxítona,A.Pe.,1899785,secador,oxítona,CV-CV-CVC,vogal,2,s,9,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11256,4,s,3,47,234,sobite,NA,NA,proparoxítona,A.Pe.,1687415,súbito,proparoxítona,CV-CV-CV,vogal,3,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11257,1,s,3,48,236,lumero,NA,NA,paroxítona,A.Pe.,158322,número,proparoxítona,CV-CV-CV,consoante,1,s,9,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11258,1,s,3,49,263,bocivel,NA,NA,oxítona,A.Pe.,1752815,possível,paroxítona,CV-CV-CVC,consoante,1,q,7,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11259,2,s,3,50,233,midode,NA,NA,oxítona,A.Pe.,157628,medida,paroxítona,CV-CV-CV,vogal,3,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11260,2,s,3,51,210,fetara,NA,NA,paroxítona,A.Pe.,195377,futuro,paroxítona,CV-CV-CV,vogal,2,s,1,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11261,2,s,3,52,216,zoricar,NA,NA,oxítona,A.Pe.,202806,popular,oxítona,CV-CV-CVC,consoante,10,s,1,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11262,1,s,3,53,264,numaro,NA,NA,paroxítona,A.Pe.,166847,número,proparoxítona,CV-CV-CV,vogal,1,s,8,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11263,3,s,3,54,230,javari,NA,NA,oxítona,A.Pe.,1738225,javali,oxítona,CV-CV-CV,consoante,1,s,10,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11264,1,s,3,55,214,parena,eCa_paroxitona_6,paroxitona_9,paroxítona,A.Pe.,149612,paraná,oxítona,CV-CV-CV,vogal,2,n,1,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11265,4,s,3,56,203,nafapir,NA,NA,oxítona,A.Pe.,214603,cadáver,paroxítona,CV-CV-CVC,consoante,10,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11266,3,s,3,57,206,jupitor,NA,NA,proparoxítona,A.Pe.,1753285,júpiter,proparoxítona,CV-CV-CVC,vogal,2,s,9,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11267,3,s,3,58,270,relital,NA,NA,oxítona,A.Pe.,221595,recital,oxítona,CV-CV-CVC,consoante,2,q,7,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11268,2,s,3,59,208,dufical,NA,NA,oxítona,A.Pe.,264537,difícil,paroxítona,CV-CV-CVC,vogal,2,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11269,4,s,3,60,239,levavol,NA,NA,oxítona,A.Pe.,287682,lavável,paroxítona,CV-CV-CVC,vogal,2,q,3,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11270,4,s,3,61,259,pifitar,NA,NA,oxítona,A.Pe.,200028,liminar,oxítona,CV-CV-CVC,consoante,8,s,1,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11271,2,s,3,62,254,dafocol,NA,NA,oxítona,A.Pe.,2291825,difícil,paroxítona,CV-CV-CVC,vogal,3,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11272,3,s,3,63,243,taleto,talento_8,paroxitona_8,paroxítona,A.Pe.,1655295,paletó,oxítona,CV-CV-CV,consoante,1,n,2,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11273,2,s,3,64,257,nubuvo,NA,NA,paroxítona,A.Pe.,1613125,futuro,paroxítona,CV-CV-CV,consoante,7,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11274,4,s,3,65,195,jopater,NA,NA,oxítona,A.Pe.,186864,júpiter,proparoxítona,CV-CV-CVC,vogal,2,q,3,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11275,3,s,3,66,252,lavatel,NA,NA,oxítona,A.Pe.,1746165,lavável,paroxítona,CV-CV-CVC,consoante,3,s,9,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11276,4,s,3,67,228,sebeta,NA,NA,paroxítona,A.Pe.,190658,súbito,proparoxítona,CV-CV-CV,vogal,3,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11277,1,s,3,68,222,figuri,NA,NA,paroxítona,A.Pe.,1743365,figura,paroxítona,CV-CV-CV,vogal,3,s,9,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11278,4,s,3,69,262,salanel,NA,NA,oxítona,A.Pe.,1772575,lavável,paroxítona,CV-CV-CVC,consoante,6,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11279,2,s,3,70,248,cunoda,NA,NA,paroxítona,A.Pe.,2038425,canadá,oxítona,CV-CV-CV,vogal,2,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11280,3,s,3,71,238,xabariz,NA,NA,oxítona,A.Pe.,258622,chafariz,oxítona,CV-CV-CVC,consoante,3,s,9,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11281,2,s,3,72,190,befipal,NA,NA,oxítona,A.Pe.,197485,federal,oxítona,CV-CV-CVC,consoante,10,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11282,1,s,3,73,272,camite,$caN_7,oxitona_4,oxítona,A.Pe.,165694,comitê,oxítona,CV-CV-CV,vogal,1,n,4,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11283,3,s,3,74,266,petula,NA,NA,proparoxítona,A.Pe.,1927005,pétala,proparoxítona,CV-CV-CV,vogal,3,s,9,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11284,3,s,3,75,211,tupiter,NA,NA,oxítona,A.Pe.,2095795,júpiter,proparoxítona,CV-CV-CVC,consoante,3,s,9,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11285,4,s,3,76,221,ruvatel,NA,NA,oxítona,A.Pe.,1867965,mutável,paroxítona,CV-CV-CVC,consoante,9,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11286,4,s,3,77,207,firafe,girafa_4,paroxitona_10,paroxítona,A.Pe.,176356,farofa,paroxítona,CV-CV-CV,vogal,3,n,4,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11287,1,s,3,78,209,natupal,NA,NA,oxítona,A.Pe.,196134,natural,oxítona,CV-CV-CVC,consoante,3,s,9,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11288,1,s,3,79,276,diredor,NA,NA,oxítona,A.Pe.,1757485,diretor,oxítona,CV-CV-CVC,consoante,1,s,10,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11289,3,s,3,80,269,tisoca,oca_paroxitona_5,paroxitona_10,paroxítona,A.Pe.,201266,tísica,proparoxítona,CV-CV-CV,vogal,2,n,0,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11290,2,s,3,81,215,narafo,NA,NA,paroxítona,A.Pe.,157049,passado,paroxítona,CV-CV-CV,consoante,8,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11291,4,s,3,82,227,cubere,NA,NA,paroxítona,A.Pe.,1625105,cabaré,oxítona,CV-CV-CV,vogal,2,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11292,4,s,3,83,200,demefo,NA,NA,paroxítona,A.Pe.,2120145,pêssego,proparoxítona,CV-CV-CV,consoante,8,s,1,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11293,1,s,3,84,196,caputal,NA,NA,oxítona,A.Pe.,170774,capital,oxítona,CV-CV-CVC,vogal,3,s,8,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11294,2,s,3,85,240,lonutar,NA,NA,oxítona,A.Pe.,1772105,popular,oxítona,CV-CV-CVC,consoante,8,s,1,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11295,3,s,3,86,258,sacolo,NA,NA,proparoxítona,A.Pe.,165708,sacola,paroxítona,CV-CV-CV,vogal,2,s,9,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11296,3,s,3,87,205,patala,ada_paroxitono_3,proparoxitona_6,paroxítona,A.Pe.,1493375,pétala,proparoxítona,CV-CV-CV,vogal,1,n,6,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11297,3,s,3,88,249,davavel,avel_paroxitono_9,paroxitona_10,oxítona,A.Pe.,193692,lavável,paroxítona,CV-CV-CVC,consoante,1,n,5,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11298,1,s,3,89,194,parafa,$para_7,paroxitona_8,paroxítona,A.Pe.,1447425,paraná,oxítona,CV-CV-CV,consoante,3,n,0,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11299,2,s,3,90,273,lenipa,NA,NA,proparoxítona,A.Pe.,1.6948,medida,paroxítona,CV-CV-CV,consoante,5,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11300,3,s,3,91,260,pefala,aCa_paroxitona_4,proparoxitona_6,proparoxítona,A.Pe.,1676235,pétala,proparoxítona,CV-CV-CV,consoante,2,n,6,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11301,1,s,3,92,277,canadu,$can_9,paroxitona_oxitona_5,oxítona,A.Pe.,1752405,canadá,oxítona,CV-CV-CV,vogal,3,n,5,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11302,4,s,3,93,256,volepor,NA,NA,oxítona,A.Pe.,1853065,comedor,oxítona,CV-CV-CVC,consoante,7,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11303,2,s,4,1,336,zamafer,NA,NA,oxítona,A.Pe.,2291385,caráter,paroxítona,CV-CV-CVC,consoante,7,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11304,2,s,4,2,349,fanaler,NA,NA,oxítona,A.Pe.,3199155,caráter,paroxítona,CV-CV-CVC,consoante,5,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11305,4,s,4,3,283,zutino,NA,NA,paroxítona,A.Pe.,175083,súbito,proparoxítona,CV-CV-CV,consoante,5,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11306,1,s,4,4,306,figora,NA,NA,paroxítona,A.Pe.,1810525,figura,paroxítona,CV-CV-CV,vogal,2,s,9,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11307,2,s,4,5,335,cadegu,NA,NA,paroxítona,A.Pe.,1958525,código,proparoxítona,CV-CV-CV,vogal,3,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11308,4,s,4,6,333,tuzemer,NA,NA,oxítona,A.Pe.,2319345,júpiter,proparoxítona,CV-CV-CVC,consoante,10,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11309,4,s,4,7,331,lomenar,NA,NA,oxítona,A.Pe.,1.8193,liminar,oxítona,CV-CV-CVC,vogal,2,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11310,3,s,4,8,316,paluto,palito_8,paroxitona_10,paroxítona,A.Pe.,1.7242,paletó,oxítona,CV-CV-CV,vogal,3,n,1,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11311,3,s,4,9,332,ladaver,NA,NA,oxítona,A.Pe.,194315,cadáver,paroxítona,CV-CV-CVC,consoante,3,s,9,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11312,1,s,4,10,284,metedo,NA,NA,proparoxítona,A.Pe.,2143875,método,proparoxítona,CV-CV-CV,vogal,2,s,9,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11313,1,s,4,11,329,cicade,NA,NA,paroxítona,A.Pe.,186665,cidade,paroxítona,CV-CV-CV,consoante,2,s,8,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11314,3,s,4,12,326,cobare,$cob_6,paroxitona_8,paroxítona,A.Pe.,203735,cabaré,oxítona,CV-CV-CV,vogal,2,n,2,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11315,2,s,4,13,357,dafical,NA,NA,oxítona,A.Pe.,168372,difícil,paroxítona,CV-CV-CVC,vogal,2,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11316,2,s,4,14,310,tefaza,NA,NA,paroxítona,A.Pe.,2056755,década,proparoxítona,CV-CV-CV,consoante,5,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11317,3,s,4,15,314,cobega,NA,NA,paroxítona,A.Pe.,1791105,cócega,proparoxítona,CV-CV-CV,consoante,3,s,8,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11318,4,s,4,16,324,camoder,NA,NA,oxítona,A.Pe.,2020455,comedor,oxítona,CV-CV-CVC,vogal,3,q,3,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11319,1,s,4,17,313,siculo,NA,NA,proparoxítona,A.Pe.,152753,século,proparoxítona,CV-CV-CV,vogal,3,s,9,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11320,1,s,4,18,351,saculo,sem_padrao,proparoxitona_8,proparoxítona,A.Pe.,149799,século,proparoxítona,CV-CV-CV,vogal,1,n,6,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11321,3,s,4,19,359,fecital,tal_oxitono_8,oxitona_8,oxítona,A.Pe.,218464,recital,oxítona,CV-CV-CVC,consoante,1,n,6,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11322,1,s,4,20,367,nabural,NA,NA,oxítona,A.Pe.,180332,natural,oxítona,CV-CV-CVC,consoante,2,s,9,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11323,4,s,4,21,321,codivar,NA,NA,oxítona,A.Pe.,175208,cadáver,paroxítona,CV-CV-CVC,vogal,3,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11324,2,s,4,22,360,mivipo,NA,NA,paroxítona,A.Pe.,143989,título,proparoxítona,CV-CV-CV,consoante,9,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11325,4,s,4,23,372,soduca,NA,NA,paroxítona,A.Pe.,1753045,sádica,proparoxítona,CV-CV-CV,vogal,2,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11326,3,s,4,24,362,japiter,NA,NA,proparoxítona,A.Pe.,169898,júpiter,proparoxítona,CV-CV-CVC,vogal,1,s,10,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11327,2,s,4,25,282,pevebal,NA,NA,oxítona,A.Pe.,1787525,federal,oxítona,CV-CV-CVC,consoante,6,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11328,4,s,4,26,318,mitavol,NA,NA,oxítona,A.Pe.,166431,mutável,paroxítona,CV-CV-CVC,vogal,2,q,3,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11329,4,s,4,27,325,cobiro,NA,NA,proparoxítona,A.Pe.,1727985,cabaré,oxítona,CV-CV-CV,vogal,3,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11330,4,s,4,28,292,govubi,NA,NA,paroxítona,A.Pe.,1788875,sucuri,oxítona,CV-CV-CV,consoante,10,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11331,1,s,4,29,369,tabeda,NA,NA,paroxítona,A.Pe.,219338,tabela,paroxítona,CV-CV-CV,consoante,1,s,8,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11332,2,s,4,30,303,nofilo,NA,NA,proparoxítona,A.Pe.,158526,código,proparoxítona,CV-CV-CV,consoante,8,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11333,2,s,4,31,368,fitare,NA,NA,paroxítona,A.Pe.,1423365,futuro,paroxítona,CV-CV-CV,vogal,3,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11334,4,s,4,32,348,cabori,NA,NA,paroxítona,A.Pe.,1581625,cabaré,oxítona,CV-CV-CV,vogal,2,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11335,3,s,4,33,338,racital,NA,NA,oxítona,A.Pe.,199365,recital,oxítona,CV-CV-CVC,vogal,1,s,9,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11336,3,s,4,34,291,safara,NA,NA,paroxítona,A.Pe.,1653215,safári,paroxítona,CV-CV-CV,vogal,1,s,9,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11337,3,s,4,35,352,lavavil,NA,NA,oxítona,A.Pe.,1659825,lavável,paroxítona,CV-CV-CVC,vogal,3,s,8,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11338,1,s,4,36,307,tabala,Vla_paroxitona_8,paroxitona_8,paroxítona,A.Pe.,1582255,tabela,paroxítona,CV-CV-CV,vogal,1,n,5,2,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11339,1,s,4,37,315,tarana,aNa_paroxitona_6,paroxitona_8,paroxítona,A.Pe.,136271,paraná,oxítona,CV-CV-CV,consoante,1,n,1,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11340,4,s,4,38,312,piciga,NA,NA,paroxítona,A.Pe.,1854705,pêssego,proparoxítona,CV-CV-CV,vogal,3,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11341,1,s,4,39,343,secuno,segundo_4,proparoxitona_6,paroxítona,A.Pe.,125331,século,proparoxítona,CV-CV-CV,consoante,1,n,6,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11342,1,s,4,40,296,comitu,$com_8,paroxitona_7,oxítona,A.Pe.,152487,comitê,oxítona,CV-CV-CV,vogal,3,n,3,3,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11343,4,s,4,41,308,jeluci,NA,NA,paroxítona,A.Pe.,214894,jaleco,paroxítona,CV-CV-CV,vogal,2,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11344,4,s,4,42,286,sicori,NA,NA,paroxítona,A.Pe.,150653,sucuri,oxítona,CV-CV-CV,vogal,2,s,2,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11345,1,s,4,43,297,zificil,NA,NA,oxítona,A.Pe.,167487,difícil,paroxítona,CV-CV-CVC,consoante,1,s,10,1,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
11346,2,s,4,44,345,tetola,NA,NA,paroxítona,A.Pe.,1413135,título,proparoxítona,CV-CV-CV,vogal,3,q,3,0,31,Masculino,Superior Completo,Computação,inglês,"guitarra, violão",Crato-SP
